Date,Close
9-May-18,"$2,697.79 "
8-May-18,"$2,671.92 "
7-May-18,"$2,672.63 "
4-May-18,"$2,663.42 "
3-May-18,"$2,629.73 "
2-May-18,"$2,635.67 "
1-May-18,"$2,654.80 "
30-Apr-18,"$2,648.05 "
27-Apr-18,"$2,669.91 "
26-Apr-18,"$2,666.94 "
25-Apr-18,"$2,639.40 "
24-Apr-18,"$2,634.56 "
23-Apr-18,"$2,670.29 "
20-Apr-18,"$2,670.14 "
19-Apr-18,"$2,693.13 "
18-Apr-18,"$2,708.64 "
17-Apr-18,"$2,706.39 "
16-Apr-18,"$2,677.84 "
13-Apr-18,"$2,656.30 "
12-Apr-18,"$2,663.99 "
11-Apr-18,"$2,642.19 "
10-Apr-18,"$2,656.87 "
9-Apr-18,"$2,613.16 "
6-Apr-18,"$2,604.47 "
5-Apr-18,"$2,662.84 "
4-Apr-18,"$2,644.69 "
3-Apr-18,"$2,614.45 "
2-Apr-18,"$2,581.88 "
29-Mar-18,"$2,640.87 "
28-Mar-18,"$2,605.00 "
27-Mar-18,"$2,612.62 "
26-Mar-18,"$2,658.55 "
23-Mar-18,"$2,588.26 "
22-Mar-18,"$2,643.69 "
21-Mar-18,"$2,711.93 "
20-Mar-18,"$2,716.94 "
19-Mar-18,"$2,712.92 "
16-Mar-18,"$2,752.01 "
15-Mar-18,"$2,747.33 "
14-Mar-18,"$2,749.48 "
13-Mar-18,"$2,765.31 "
12-Mar-18,"$2,783.02 "
9-Mar-18,"$2,786.57 "
8-Mar-18,"$2,738.97 "
7-Mar-18,"$2,726.80 "
6-Mar-18,"$2,728.12 "
5-Mar-18,"$2,720.94 "
2-Mar-18,"$2,691.25 "
1-Mar-18,"$2,677.67 "
28-Feb-18,"$2,713.83 "
27-Feb-18,"$2,744.28 "
26-Feb-18,"$2,779.60 "
23-Feb-18,"$2,747.30 "
22-Feb-18,"$2,703.96 "
21-Feb-18,"$2,701.33 "
20-Feb-18,"$2,716.26 "
16-Feb-18,"$2,732.22 "
15-Feb-18,"$2,731.20 "
14-Feb-18,"$2,698.63 "
13-Feb-18,"$2,662.94 "
12-Feb-18,"$2,656.00 "
9-Feb-18,"$2,619.55 "
8-Feb-18,"$2,581.00 "
7-Feb-18,"$2,681.66 "
6-Feb-18,"$2,695.14 "
5-Feb-18,"$2,648.94 "
2-Feb-18,"$2,762.13 "
1-Feb-18,"$2,821.98 "
31-Jan-18,"$2,823.81 "
30-Jan-18,"$2,822.43 "
29-Jan-18,"$2,853.53 "
26-Jan-18,"$2,872.87 "
25-Jan-18,"$2,839.25 "
24-Jan-18,"$2,837.54 "
23-Jan-18,"$2,839.13 "
22-Jan-18,"$2,832.97 "
19-Jan-18,"$2,810.30 "
18-Jan-18,"$2,798.03 "
17-Jan-18,"$2,802.56 "
16-Jan-18,"$2,776.42 "
12-Jan-18,"$2,786.24 "
11-Jan-18,"$2,767.56 "
10-Jan-18,"$2,748.23 "
9-Jan-18,"$2,751.29 "
8-Jan-18,"$2,747.71 "
5-Jan-18,"$2,743.15 "
4-Jan-18,"$2,723.99 "
3-Jan-18,"$2,713.06 "
2-Jan-18,"$2,695.81 "
29-Dec-17,"$2,673.61 "
28-Dec-17,"$2,687.54 "
27-Dec-17,"$2,682.62 "
26-Dec-17,"$2,680.50 "
22-Dec-17,"$2,683.34 "
21-Dec-17,"$2,684.57 "
20-Dec-17,"$2,679.25 "
19-Dec-17,"$2,681.47 "
18-Dec-17,"$2,690.16 "
15-Dec-17,"$2,675.81 "
14-Dec-17,"$2,652.01 "
13-Dec-17,"$2,662.85 "
12-Dec-17,"$2,664.11 "
11-Dec-17,"$2,659.99 "
8-Dec-17,"$2,651.50 "
7-Dec-17,"$2,636.98 "
6-Dec-17,"$2,629.27 "
5-Dec-17,"$2,629.57 "
4-Dec-17,"$2,639.44 "
1-Dec-17,"$2,642.22 "
30-Nov-17,"$2,647.58 "
29-Nov-17,"$2,626.07 "
28-Nov-17,"$2,627.04 "
27-Nov-17,"$2,601.42 "
24-Nov-17,"$2,602.42 "
22-Nov-17,"$2,597.08 "
21-Nov-17,"$2,599.03 "
20-Nov-17,"$2,582.14 "
17-Nov-17,"$2,578.85 "
16-Nov-17,"$2,585.64 "
15-Nov-17,"$2,564.62 "
14-Nov-17,"$2,578.87 "
13-Nov-17,"$2,584.84 "
10-Nov-17,"$2,582.30 "
9-Nov-17,"$2,584.62 "
8-Nov-17,"$2,594.38 "
7-Nov-17,"$2,590.64 "
6-Nov-17,"$2,591.13 "
3-Nov-17,"$2,587.84 "
2-Nov-17,"$2,579.85 "
1-Nov-17,"$2,579.36 "
31-Oct-17,"$2,575.26 "
30-Oct-17,"$2,572.83 "
27-Oct-17,"$2,581.07 "
26-Oct-17,"$2,560.40 "
25-Oct-17,"$2,557.15 "
24-Oct-17,"$2,569.13 "
23-Oct-17,"$2,564.98 "
20-Oct-17,"$2,575.21 "
19-Oct-17,"$2,562.10 "
18-Oct-17,"$2,561.26 "
17-Oct-17,"$2,559.36 "
16-Oct-17,"$2,557.64 "
13-Oct-17,"$2,553.17 "
12-Oct-17,"$2,550.93 "
11-Oct-17,"$2,555.24 "
10-Oct-17,"$2,550.64 "
9-Oct-17,"$2,544.73 "
6-Oct-17,"$2,549.33 "
5-Oct-17,"$2,552.07 "
4-Oct-17,"$2,537.74 "
3-Oct-17,"$2,534.58 "
2-Oct-17,"$2,529.12 "
29-Sep-17,"$2,519.36 "
28-Sep-17,"$2,510.06 "
27-Sep-17,"$2,507.04 "
26-Sep-17,"$2,496.84 "
25-Sep-17,"$2,496.66 "
22-Sep-17,"$2,502.22 "
21-Sep-17,"$2,500.60 "
20-Sep-17,"$2,508.24 "
19-Sep-17,"$2,506.65 "
18-Sep-17,"$2,503.87 "
15-Sep-17,"$2,500.23 "
14-Sep-17,"$2,495.62 "
13-Sep-17,"$2,498.37 "
12-Sep-17,"$2,496.48 "
11-Sep-17,"$2,488.11 "
8-Sep-17,"$2,461.43 "
7-Sep-17,"$2,465.10 "
6-Sep-17,"$2,465.54 "
5-Sep-17,"$2,457.85 "
1-Sep-17,"$2,476.55 "
31-Aug-17,"$2,471.65 "
30-Aug-17,"$2,457.59 "
29-Aug-17,"$2,446.30 "
